sorteo,fecha,dia,mes,anio,dia_semana,LOTO_n1,LOTO_n2,LOTO_n3,LOTO_n4,LOTO_n5,LOTO_n6,LOTO_comodin,LOTO_GANADORES,LOTO_MONTO,LOTO_POZO_ACUMULADO,SUPER_QUINA_5_ACIERTOS_COMODIN_GANADORES,SUPER_QUINA_5_ACIERTOS_COMODIN_MONTO,QUINA_5_ACIERTOS_GANADORES,QUINA_5_ACIERTOS_MONTO,SUPER_CUATERNA_4_ACIERTOS_COMODIN_GANADORES,SUPER_CUATERNA_4_ACIERTOS_COMODIN_MONTO,CUATERNA_4_ACIERTOS_GANADORES,CUATERNA_4_ACIERTOS_MONTO,SUPER_TERNA_3_ACIERTOS_COMODIN_GANADORES,SUPER_TERNA_3_ACIERTOS_COMODIN_MONTO,TERNA_3_ACIERTOS_GANADORES,TERNA_3_ACIERTOS_MONTO,SUPER_DUPLA_2_ACIERTOS_COMODIN_GANADORES,SUPER_DUPLA_2_ACIERTOS_COMODIN_MONTO,AHORA_SI_QUE_SI_n1,AHORA_SI_QUE_SI_n2,AHORA_SI_QUE_SI_n3,AHORA_SI_QUE_SI_n4,AHORA_SI_QUE_SI_n5,AHORA_SI_QUE_SI_n6,AHORA_SI_QUE_SI_GANADORES,AHORA_SI_QUE_SI_MONTO,AHORA_SI_QUE_SI_ACUMULADO,RECARGADO_n1,RECARGADO_n2,RECARGADO_n3,RECARGADO_n4,RECARGADO_n5,RECARGADO_n6,RECARGADO_6_ACIERTOS_GANADORES,RECARGADO_6_ACIERTOS_MONTO,RECARGADO_POZO_ACUMULADO,REVANCHA_n1,REVANCHA_n2,REVANCHA_n3,REVANCHA_n4,REVANCHA_n5,REVANCHA_n6,REVANCHA_GANADORES,REVANCHA_MONTO,REVANCHA_POZO_ACUMULADO,DESQUITE_n1,DESQUITE_n2,DESQUITE_n3,DESQUITE_n4,DESQUITE_n5,DESQUITE_n6,DESQUITE_GANADORES,DESQUITE_MONTO,DESQUITE_POZO_ACUMULADO,JUBILAZO_1_n1,JUBILAZO_1_n2,JUBILAZO_1_n3,JUBILAZO_1_n4,JUBILAZO_1_n5,JUBILAZO_1_n6,JUBILAZO_2_n1,JUBILAZO_2_n2,JUBILAZO_2_n3,JUBILAZO_2_n4,JUBILAZO_2_n5,JUBILAZO_2_n6,JUBILAZO_3_n1,JUBILAZO_3_n2,JUBILAZO_3_n3,JUBILAZO_3_n4,JUBILAZO_3_n5,JUBILAZO_3_n6,JUBILAZO_4_n1,JUBILAZO_4_n2,JUBILAZO_4_n3,JUBILAZO_4_n4,JUBILAZO_4_n5,JUBILAZO_4_n6,JUBILAZO_50_ANOS_1_n1,JUBILAZO_50_ANOS_1_n2,JUBILAZO_50_ANOS_1_n3,JUBILAZO_50_ANOS_1_n4,JUBILAZO_50_ANOS_1_n5,JUBILAZO_50_ANOS_1_n6,JUBILAZO_50_ANOS_2_n1,JUBILAZO_50_ANOS_2_n2,JUBILAZO_50_ANOS_2_n3,JUBILAZO_50_ANOS_2_n4,JUBILAZO_50_ANOS_2_n5,JUBILAZO_50_ANOS_2_n6,JUBILAZO_50_ANOS_3_n1,JUBILAZO_50_ANOS_3_n2,JUBILAZO_50_ANOS_3_n3,JUBILAZO_50_ANOS_3_n4,JUBILAZO_50_ANOS_3_n5,JUBILAZO_50_ANOS_3_n6,JUBILAZO_50_ANOS_n1,JUBILAZO_50_ANOS_n2,JUBILAZO_50_ANOS_n3,JUBILAZO_50_ANOS_n4,JUBILAZO_50_ANOS_n5,JUBILAZO_50_ANOS_n6,JUBILAZO_5_n1,JUBILAZO_5_n2,JUBILAZO_5_n3,JUBILAZO_5_n4,JUBILAZO_5_n5,JUBILAZO_5_n6,JUBILAZO_6_n1,JUBILAZO_6_n2,JUBILAZO_6_n3,JUBILAZO_6_n4,JUBILAZO_6_n5,JUBILAZO_6_n6,JUBILAZO_7_n1,JUBILAZO_7_n2,JUBILAZO_7_n3,JUBILAZO_7_n4,JUBILAZO_7_n5,JUBILAZO_7_n6,MULTIPLICAR_FACTOR,TERMINACION_n1
5174,2024-10-06 21:00:00,6,10,2024,Sunday,17,25,11,21,3,13,4,2,654410170,1204445953,1,11171870,68,57610,109,35940,2165,1980,2034,1930,20699,1050,13778,1000,,,,,,,,,,21,27,34,39,4,37,0,0,1422721060,6,40,10,31,4,29,1,1429861170,1423828546,31,24,15,12,39,38,0,0,350638719,10,6,39,26,40,15,25,29,3,2,9,34,20,38,5,7,31,26,33,36,31,6,16,22,35,28,17,32,19,36,40,34,11,36,27,20,10,29,41,25,33,1,,,,,,,27,2,33,37,20,14,14,34,23,31,22,40,40,17,23,20,1,30,2,
5175,2024-10-08 21:00:00,8,10,2024,Tuesday,21,29,2,11,41,12,14,0,0,0,2,1902010,11,207490,42,54340,527,4330,694,3290,7982,1050,5636,1000,,,,,,,,,,18,16,33,24,34,6,0,0,1484926582,34,6,3,10,14,9,1,30000000,0,15,26,6,37,20,30,0,0,372598100,23,25,33,41,34,3,20,24,18,2,15,5,18,24,41,27,16,19,32,9,22,26,30,5,18,25,19,11,35,10,6,2,39,28,17,4,39,33,14,6,24,3,,,,,,,24,22,23,10,4,19,32,1,27,6,21,26,13,14,25,19,21,5,4,
5176,2024-10-10 21:00:00,10,10,2024,Thursday,2,7,22,12,23,11,10,1,160194210,83409089,0,0,21,110220,60,38580,1017,2280,1044,2220,11267,1050,6818,1000,,,,,,,,,,21,26,11,29,18,25,0,0,1520445912,34,11,12,8,14,16,0,0,0,13,6,23,35,22,39,0,0,384858806,31,25,9,16,36,38,39,9,19,13,16,28,25,24,6,5,40,41,30,11,32,9,41,35,5,18,7,28,8,17,25,10,2,24,3,13,34,6,30,29,9,23,,,,,,,30,4,37,40,28,34,13,37,7,40,38,29,6,40,34,41,10,19,4,
5177,2024-10-13 21:00:00,13,10,2024,Sunday,32,37,7,39,12,3,17,0,0,0,0,0,7,459920,47,68500,578,5570,1106,2910,9186,1100,8884,1000,,,,,,,,,,27,11,9,34,39,25,0,0,1556355138,21,3,40,26,20,5,0,0,19233381,40,3,13,16,9,10,0,0,397222503,26,10,14,3,9,41,28,5,34,12,4,20,13,22,16,11,41,24,10,32,25,30,5,27,24,20,8,39,36,41,9,19,26,33,8,30,32,15,22,35,26,36,,,,,,,4,19,17,18,33,39,29,30,20,18,36,37,1,6,16,17,33,36,2,
5178,2024-10-15 21:00:00,15,10,2024,Tuesday,12,7,5,11,3,27,19,1,188218850,118451797,0,0,48,46950,114,19770,1479,1590,1459,1540,13932,1050,7693,1000,,,,,,,,,,6,9,3,38,32,2,0,0,1607722664,32,41,7,8,38,15,0,0,46907635,38,28,7,39,4,21,0,0,415085200,13,30,14,12,6,27,24,2,22,23,30,36,40,35,18,3,38,29,7,21,6,37,34,3,1,17,20,8,19,5,4,24,2,12,13,32,7,24,33,6,40,11,,,,,,,4,19,3,5,26,13,15,3,34,12,40,13,13,33,6,5,38,17,4,
5179,2024-10-17 21:00:00,17,10,2024,Thursday,15,26,20,35,12,22,33,0,0,0,0,0,6,383920,25,92140,406,5670,546,4220,6275,1150,4692,1000,,,,,,,,,,15,2,20,32,21,1,0,0,1643012512,1,6,2,22,29,17,0,0,65572479,28,35,37,29,15,36,0,0,427096193,25,38,26,36,33,22,30,19,7,26,34,18,25,32,1,31,22,34,25,31,17,10,8,4,22,15,38,39,5,10,13,1,3,24,7,22,24,6,33,14,35,27,,,,,,,12,30,24,34,1,2,25,39,29,28,3,37,10,32,23,1,12,41,3,
5180,2024-10-20 21:00:00,20,10,2024,Sunday,17,40,35,13,20,32,24,0,0,86459218,0,0,8,429080,38,90330,510,6730,724,4740,7852,1370,8687,1000,,,,,,,,,,26,32,36,4,9,18,1,1699397320,1679242973,2,32,3,16,41,18,0,0,84716601,3,21,30,18,4,29,0,0,439426623,20,41,15,28,4,38,32,21,35,39,15,9,20,24,8,35,33,26,4,5,3,25,27,21,26,17,19,33,23,9,1,16,10,32,8,7,14,31,21,38,26,16,,,,,,,32,38,41,8,9,34,23,32,27,5,19,35,8,30,39,35,24,21,2,
5181,2024-10-22 21:00:00,22,10,2024,Tuesday,25,11,31,8,12,20,37,0,0,213569713,0,0,14,197480,11,197430,550,5220,420,5170,8048,1050,3028,1000,,,,,,,,,,27,18,13,26,20,30,0,0,0,30,3,40,2,7,31,0,0,114084694,3,19,30,41,34,28,0,0,458427211,34,18,35,16,11,39,34,6,28,17,38,24,18,38,39,1,12,29,3,31,10,13,35,4,14,15,35,32,8,31,18,22,16,33,19,30,35,17,9,13,3,19,,,,,,,22,24,6,19,12,11,36,12,25,23,5,10,5,17,39,23,40,22,2,
5182,2024-10-24 21:00:00,24,10,2024,Thursday,33,1,34,30,27,11,4,0,0,293513383,0,0,6,354970,35,60850,362,5880,755,2820,6146,1090,6222,1000,,,,,,,,,,12,21,20,11,41,16,0,0,31667374,30,26,9,17,23,21,0,0,131785834,16,35,12,21,34,9,0,0,469865376,27,10,4,22,15,32,35,19,7,5,21,15,29,26,37,31,22,36,8,24,41,13,32,12,24,28,16,17,23,5,10,16,35,40,4,3,33,23,27,12,29,31,,,,,,,25,29,9,21,3,4,37,23,13,35,31,24,41,33,6,37,11,14,3,
5183,2024-10-27 21:00:00,27,10,2024,Sunday,32,1,11,2,5,30,17,0,0,371508570,0,0,17,168110,44,64950,663,4310,1027,2780,10428,1050,8146,1000,,,,,,,,,,21,10,31,34,1,39,0,0,62346317,24,25,13,30,1,19,0,0,149023881,9,37,25,40,3,24,0,0,481011814,6,12,26,11,22,29,31,38,35,36,22,28,34,11,40,4,22,33,39,25,7,23,31,14,1,7,31,18,22,3,5,11,35,15,8,2,31,24,19,11,12,37,,,,,,,6,22,41,36,19,16,10,23,17,28,1,12,23,38,10,26,19,13,7,
5184,2024-10-29 21:00:00,29,10,2024,Tuesday,41,31,16,33,32,6,20,0,0,474372177,0,0,6,350970,13,161990,262,8040,402,5240,4948,1340,3914,1000,,,,,,,,,,2,9,38,18,4,29,0,0,104549252,3,10,35,12,18,9,0,0,172839517,28,26,4,7,6,35,0,0,496453644,11,34,27,28,37,20,6,18,30,8,23,10,8,15,26,4,29,34,41,19,22,32,27,9,14,8,36,22,13,38,41,10,4,17,21,23,14,21,36,33,28,31,,,,,,,38,5,37,18,36,14,41,18,33,14,21,5,29,39,26,37,20,16,2,
5185,2024-10-31 21:00:00,31,10,2024,Thursday,19,10,26,13,28,32,37,0,0,553762749,0,0,11,181620,19,105150,386,5480,368,5430,6079,1050,2772,1000,,,,,,,,,,13,2,25,40,34,37,0,0,134722026,29,17,28,13,35,22,0,0,189860179,1,14,35,4,41,33,0,0,507468482,31,11,16,3,27,28,40,25,7,17,15,23,39,27,28,35,36,16,10,11,2,29,34,21,13,40,19,34,15,8,19,17,15,39,13,4,12,38,18,16,15,33,,,,,,,20,39,29,33,28,22,5,7,38,15,11,18,8,41,30,38,15,9,6,
5186,2024-11-03 21:00:00,3,11,2024,Sunday,28,10,2,39,21,31,22,0,0,629828461,0,0,12,245160,30,98060,574,5130,710,4140,8655,1070,6398,1000,,,,,,,,,,35,40,41,34,1,24,0,0,163514635,37,3,12,41,4,6,0,0,206137587,4,40,15,2,27,41,0,0,518001632,38,8,11,25,4,28,35,6,29,8,37,21,19,14,24,7,11,18,30,4,12,17,3,10,19,17,28,40,36,39,3,32,20,23,34,31,22,26,11,4,13,34,,,,,,,6,13,15,26,25,22,7,16,38,26,37,10,6,20,22,4,7,33,3,
5187,2024-11-05 21:00:00,5,11,2024,Tuesday,31,21,2,26,11,28,3,0,0,739788274,0,0,25,89730,56,40060,790,2840,1104,2030,8344,1050,8021,1000,,,,,,,,,,39,17,24,31,11,21,0,0,206942022,38,18,10,31,9,35,0,0,230715358,25,11,3,13,9,31,0,0,533932507,7,26,10,20,13,4,28,20,11,12,40,41,16,25,13,21,2,20,25,32,39,22,26,20,24,14,41,20,3,13,32,28,41,8,12,22,3,12,4,32,34,9,,,,,,,38,3,31,24,23,10,41,18,16,2,17,14,40,10,2,12,29,33,2,
5188,2024-11-07 21:00:00,7,11,2024,Thursday,32,17,15,31,33,7,37,0,0,818705328,0,0,5,452790,17,133170,504,4490,529,4280,8045,1050,3952,1000,,,,,,,,,,31,28,20,17,24,39,0,0,238627992,29,4,1,3,37,30,0,0,248587292,40,15,2,25,19,10,0,0,545488704,2,27,13,23,1,5,3,7,8,31,4,30,31,23,39,38,32,37,41,3,40,18,5,34,41,35,16,6,33,38,11,18,20,32,21,39,5,12,29,11,26,37,,,,,,,33,22,18,20,26,15,20,14,8,1,11,29,20,29,10,3,35,13,4,
5189,2024-11-10 21:00:00,10,11,2024,Sunday,25,13,5,18,28,41,4,0,0,902974706,1,59090940,30,107290,57,56470,852,3780,1040,3100,11230,1050,9052,1000,,,,,,,,,,3,11,21,38,2,17,0,0,270369749,9,4,30,23,39,20,0,0,266470629,34,4,25,26,30,23,0,0,557047434,22,28,25,26,33,9,11,24,17,13,40,37,5,21,26,32,22,38,26,4,29,23,8,7,38,27,29,37,16,15,38,29,31,27,36,25,17,36,32,24,15,11,,,,,,,29,11,30,37,19,3,5,25,41,8,9,22,37,3,36,10,30,4,4,
5190,2024-11-12 21:00:00,12,11,2024,Tuesday,9,2,3,1,35,23,5,0,0,1019495065,0,0,13,181330,75,31430,693,3400,1629,1450,9350,1050,8621,1000,,,,,,,,,,16,26,35,4,37,19,0,0,316937349,23,4,38,3,39,13,0,0,292767129,41,4,22,8,19,29,0,0,574092086,24,40,18,41,26,17,30,3,16,25,21,32,25,3,6,18,41,4,20,16,17,2,1,22,40,3,14,21,13,22,31,37,27,7,14,39,18,31,38,4,33,32,,,,,,,3,20,6,14,28,31,31,10,8,23,29,30,3,4,1,38,12,8,5,
5191,2024-11-14 21:00:00,14,11,2024,Thursday,20,33,30,29,40,8,1,0,0,1101598182,0,0,13,179450,26,89730,424,5500,585,3990,6035,1220,5179,1000,,,,,,,,,,8,21,10,17,20,19,0,0,349851040,5,32,10,1,38,14,0,0,311280919,4,1,11,10,32,3,0,0,586058204,5,23,39,30,32,34,27,3,15,40,22,9,21,25,23,1,19,41,26,21,1,8,22,15,41,28,6,13,11,40,15,3,20,23,31,4,28,21,20,8,2,40,,,,,,,15,40,21,30,31,10,7,15,10,23,20,17,31,37,19,9,24,21,6,
5192,2024-11-17 21:00:00,17,11,2024,Sunday,32,17,12,2,23,4,16,0,0,1188668730,0,0,28,123830,54,64210,1100,3150,1168,2970,13236,1050,8481,1000,,,,,,,,,,15,24,23,1,10,29,0,0,382297797,9,23,40,1,12,22,0,0,329569109,34,29,6,30,13,5,0,0,597885039,40,7,39,26,2,9,24,21,34,11,35,26,21,6,14,33,2,34,31,32,33,34,29,37,15,8,1,5,30,20,37,10,30,15,36,27,24,3,18,31,4,21,,,,,,,31,35,23,4,19,41,26,35,19,15,7,9,22,16,41,40,6,30,2,
5193,2024-11-19 21:00:00,19,11,2024,Tuesday,41,28,40,14,17,26,31,0,0,1314268625,0,0,18,146140,17,146090,354,7020,494,5030,5949,1310,4673,1000,,,,,,,,,,18,11,21,27,24,6,0,0,432560006,4,10,1,29,8,19,0,0,357934631,7,34,2,39,14,40,0,0,616280022,25,35,13,7,10,32,28,17,10,40,31,24,11,36,15,22,24,28,37,28,19,2,39,15,12,6,38,33,30,29,14,5,19,35,12,11,33,37,1,24,31,17,,,,,,,37,38,25,31,3,16,14,18,29,5,39,16,5,11,3,16,18,41,2,
5194,2024-11-21 21:00:00,21,11,2024,Thursday,9,16,22,25,32,6,10,1,1471796230,1407711650,0,0,13,196860,45,56870,654,3910,760,3370,8584,1050,6115,1000,,,,,,,,,,34,16,24,3,39,40,0,0,467158954,39,4,23,33,26,6,0,0,377394961,30,41,23,33,27,20,0,0,628858775,37,16,19,21,29,9,25,34,36,19,10,18,28,9,1,36,27,10,9,31,34,6,21,11,33,39,31,22,9,34,10,23,25,5,12,19,20,30,11,29,35,41,,,,,,,23,3,25,36,2,13,35,7,31,24,37,27,3,28,39,6,7,30,3,
5195,2024-11-24 21:00:00,24,11,2024,Sunday,6,23,3,7,33,16,21,0,0,0,3,9009610,34,88740,122,24730,1388,2170,2161,1400,14767,1050,12336,1000,,,,,,,,,,9,40,32,38,11,13,0,0,502772080,27,7,20,30,18,25,0,0,397404210,11,17,7,33,25,4,0,0,641786145,11,6,20,25,41,34,12,7,17,34,25,33,16,21,5,6,36,23,30,33,41,4,22,39,18,9,35,3,38,1,21,38,37,28,30,1,14,8,22,27,11,18,,,,,,,37,2,11,35,38,3,31,21,17,27,35,23,37,23,9,25,21,12,4,
5196,2024-11-26 21:00:00,26,11,2024,Tuesday,11,28,7,26,21,1,16,0,0,100761736,3,1200910,29,74540,53,40790,1179,2130,1037,2080,11522,1050,6252,1000,,,,,,,,,,15,3,24,13,16,14,0,0,548823906,13,14,10,30,17,5,0,0,423299780,28,32,1,26,34,37,0,0,658588359,22,20,32,21,10,25,22,27,5,18,34,3,14,32,28,21,11,23,9,13,5,36,30,4,24,38,22,26,3,15,32,25,29,3,39,21,19,15,10,16,18,29,,,,,,,4,41,6,9,3,10,27,13,3,21,2,24,23,35,32,41,38,13,3,
5197,2024-11-28 21:00:00,28,11,2024,Thursday,22,34,24,38,11,31,6,0,0,174228729,3,1215470,3,729280,28,78140,301,7270,523,4180,5141,1340,6345,1000,,,,,,,,,,28,22,40,15,21,32,0,0,581034845,20,33,18,41,35,2,0,0,441307810,19,17,35,1,14,27,0,0,670229319,14,35,15,4,19,31,15,41,10,3,32,36,31,2,25,39,41,10,24,2,11,3,4,17,38,34,1,5,12,6,39,32,26,38,16,30,30,7,41,40,39,24,,,,,,,9,33,23,1,16,29,5,13,29,11,25,24,4,36,19,35,25,1,6,
5198,2024-12-01 21:00:00,1,12,2024,Sunday,34,17,6,41,4,22,13,0,0,254388870,1,5614300,9,374290,41,82160,663,5080,1075,3130,11911,1050,8586,1000,,,,,,,,,,2,34,22,14,30,11,0,0,613532484,18,1,21,3,5,38,0,0,459467507,34,30,9,28,8,1,1,686866510,681969020,6,18,29,39,14,33,22,31,21,32,1,37,4,20,23,8,25,2,11,28,14,38,22,40,5,1,20,9,36,17,33,41,13,39,10,36,14,28,13,29,34,24,,,,,,,6,13,28,10,31,9,27,33,12,38,19,32,14,30,17,23,21,25,4,
5199,2024-12-03 21:00:00,3,12,2024,Tuesday,37,22,18,9,4,7,1,0,0,377082570,0,0,10,231710,42,55170,697,3320,1048,2210,9767,1050,7351,1000,,,,,,,,,,30,32,10,5,12,40,0,0,665447458,31,32,19,4,20,3,0,0,488609632,37,32,34,41,12,5,0,0,0,1,7,40,4,39,15,1,11,2,24,28,23,40,6,4,5,28,7,29,28,27,24,41,16,21,15,30,4,29,10,12,9,13,37,3,20,38,27,4,33,35,17,,,,,,,20,41,19,25,1,15,7,16,3,34,23,38,37,22,16,7,2,36,3,
5200,2024-12-05 21:00:00,5,12,2024,Thursday,37,11,31,36,27,16,5,0,0,458317908,0,0,6,381450,33,69360,333,6870,750,3050,5610,1280,6145,1000,,,,,,,,,,8,3,2,12,13,40,0,0,700117315,17,22,1,16,2,35,0,0,507890095,40,6,22,14,3,20,0,0,12247873,18,23,9,32,17,28,19,36,16,35,29,41,32,39,28,8,21,38,33,14,13,15,5,11,30,28,10,25,38,23,4,21,24,36,10,20,8,1,37,39,13,40,,,,,,,22,17,31,9,39,28,2,34,14,8,24,9,35,14,9,7,13,31,2,
5201,2024-12-08 21:00:00,8,12,2024,Sunday,7,25,37,28,26,10,21,0,0,542701455,0,0,12,281400,40,84420,600,5630,1280,2640,9574,1110,11012,1000,,,,,,,,,,36,37,31,10,14,40,0,0,734241563,28,4,12,13,17,18,0,0,526839392,8,28,40,14,23,41,0,0,24283715,28,7,38,16,6,37,21,17,36,11,37,30,35,16,20,39,13,30,10,12,41,31,33,14,2,9,11,40,38,1,24,5,15,22,40,17,31,38,34,5,41,2,,,,,,,37,24,27,19,20,30,9,21,11,30,4,28,25,31,12,7,23,14,2,
5202,2024-12-10 21:00:00,10,12,2024,Tuesday,23,39,22,11,3,14,24,0,0,665175339,0,0,14,167650,26,90270,576,4080,665,3530,8842,1050,5463,1000,,,,,,,,,,22,11,38,28,37,17,0,0,785814867,5,20,2,10,9,11,0,0,555633063,31,36,5,4,14,20,0,0,42666437,8,27,40,34,30,19,22,19,18,29,13,26,19,33,14,22,30,15,23,17,19,34,25,18,35,12,25,3,41,11,3,41,20,30,21,28,30,5,8,4,37,7,,,,,,,32,11,39,22,20,34,17,40,36,13,39,20,32,17,3,20,7,12,4,
5203,2024-12-12 21:00:00,12,12,2024,Thursday,39,5,6,1,27,38,15,0,0,750603095,0,0,7,337120,28,84280,336,7020,621,3800,6080,1220,5878,1000,,,,,,,,,,23,36,12,13,37,3,0,0,820653924,20,4,40,39,14,29,0,0,574934982,29,1,11,22,9,16,0,0,54876710,24,40,38,21,28,30,3,41,34,21,7,5,21,6,23,2,4,18,27,18,23,24,2,33,28,39,21,20,1,27,19,6,31,37,25,30,13,30,37,14,41,38,,,,,,,23,3,20,13,34,17,10,19,16,15,18,11,5,4,26,3,31,27,2,
5204,2024-12-15 21:00:00,15,12,2024,Sunday,23,39,19,28,27,17,16,0,0,838059327,0,0,15,229610,32,107630,538,6400,759,4540,9931,1090,6819,1000,,,,,,,,,,34,36,24,35,5,11,0,0,855744328,16,7,28,2,26,15,0,0,594399235,27,11,36,8,26,22,0,0,67089353,22,4,38,39,26,41,39,26,32,25,9,30,17,18,14,38,26,32,41,16,39,33,15,30,18,36,41,5,35,2,36,14,39,5,22,19,2,9,16,32,14,12,,,,,,,1,10,9,31,18,28,3,18,7,30,35,8,35,12,32,41,29,18,5,
5205,2024-12-17 21:00:00,17,12,2024,Tuesday,38,33,1,18,41,35,20,0,0,967497787,1,31011700,13,190270,25,98940,370,6690,482,5130,5521,1410,4481,1000,,,,,,,,,,33,2,37,34,10,22,0,0,907952745,31,19,5,37,36,12,0,0,623473680,18,29,25,5,8,39,1,96341740,85612584,39,22,16,12,7,31,37,5,40,30,23,31,27,25,39,2,15,28,34,2,10,40,39,26,12,26,10,29,8,14,34,32,40,21,31,37,5,23,15,8,7,32,,,,,,,31,17,5,41,20,23,13,29,3,32,23,15,34,19,11,32,9,10,3,
5206,2024-12-19 21:00:00,19,12,2024,Thursday,26,28,12,9,10,17,31,0,0,1060865823,0,0,8,325550,39,66780,693,3760,840,3100,9225,1050,6065,1000,,,,,,,,,,40,3,11,22,5,19,0,0,944420658,1,2,15,36,35,34,0,0,643571697,20,29,11,13,30,6,0,0,0,10,25,24,40,28,19,5,27,3,6,29,9,12,29,9,16,30,5,10,19,39,40,33,30,26,15,29,28,2,1,32,5,40,29,22,35,15,23,3,2,34,22,,,,,,,26,27,6,17,36,13,35,18,14,39,37,28,39,2,5,12,30,27,4,
5207,2024-12-22 21:00:00,22,12,2024,Sunday,27,3,15,10,23,29,2,0,0,1156289753,1,10773540,36,107210,82,47070,1342,2880,1509,2560,15997,1050,10985,1000,,,,,,,,,,40,20,23,8,7,33,0,0,983213641,33,12,39,11,25,20,0,0,665071622,2,14,27,31,3,6,0,0,13595506,2,36,9,4,40,21,38,40,13,31,32,19,4,3,15,10,9,14,20,28,22,38,5,29,38,7,26,9,14,39,1,37,2,13,11,29,39,2,4,11,19,13,,,,,,,11,37,19,9,21,12,20,23,38,40,27,33,12,2,40,27,10,8,2,
5208,2024-12-24 19:29:59,24,12,2024,Tuesday,16,31,39,7,23,41,30,0,0,1293172369,1,5305200,17,187240,28,113680,603,5280,655,4860,8834,1130,6060,1000,,,,,,,,,,29,36,35,39,11,5,1,1073010960,1043829337,1,12,6,24,2,29,0,0,698936879,7,21,20,23,9,40,0,0,35147499,6,2,11,1,30,9,3,12,7,25,23,8,29,39,4,18,3,1,9,38,40,37,11,21,14,31,7,23,33,21,13,22,36,17,41,21,1,17,8,39,7,20,,,,,,,1,5,11,21,25,39,10,34,13,2,36,5,22,24,34,30,1,4,2,
5209,2024-12-26 21:00:00,26,12,2024,Thursday,39,36,32,35,13,3,28,0,0,1413069414,0,0,8,268500,13,165230,320,6710,523,4110,5406,1250,4501,1000,,,,,,,,,,11,24,15,22,1,36,0,0,0,18,39,2,22,21,25,0,0,727566255,18,33,2,25,36,6,1,63088740,53406468,24,36,26,7,3,14,17,37,30,3,35,7,15,31,33,14,38,5,25,2,4,31,27,8,10,23,9,28,22,31,32,17,39,21,8,35,37,4,26,15,9,33,,,,,,,28,20,31,35,41,5,1,11,22,24,6,31,24,37,9,25,6,23,3,
5210,2024-12-29 21:00:00,29,12,2024,Sunday,14,13,16,37,39,10,41,0,0,1493538805,0,0,7,562730,25,157560,447,8810,690,5710,8165,1520,6387,1000,,,,,,,,,,25,23,17,28,7,16,0,0,30574113,32,6,22,20,19,27,0,0,744808716,20,17,1,34,13,3,0,0,0,9,30,4,21,7,15,41,9,23,8,35,14,26,41,34,18,1,24,10,34,21,38,31,13,8,25,24,10,15,7,5,30,21,31,33,28,20,9,12,7,13,22,,,,,,,38,16,4,36,10,23,39,17,38,13,35,25,28,10,3,39,27,9,3,
5211,2024-12-31 19:29:59,31,12,2024,Tuesday,8,32,10,22,3,30,19,0,0,1642988159,0,0,23,162700,67,55850,904,4140,1239,3020,12805,1050,9247,1000,,,,,,,,,,19,41,28,27,1,35,1,145804730,90286387,6,2,17,15,27,37,0,0,778865979,37,9,22,39,4,18,0,0,21903144,1,18,29,9,16,31,4,24,13,41,36,39,29,16,14,8,17,1,8,4,2,32,3,14,8,25,36,7,39,30,11,23,10,37,4,32,21,39,28,11,16,29,,,,,,,28,5,11,19,40,3,12,14,36,41,38,26,12,9,17,25,33,10,5,
5212,2025-01-02 21:00:00,2,1,2025,Thursday,34,1,32,9,31,39,12,0,0,1780034449,0,0,4,541640,16,135410,256,8460,388,5580,4530,1500,4472,1000,,,,,,,,,,27,3,15,14,34,22,0,0,0,10,29,33,1,27,19,0,0,812373219,13,20,21,15,3,24,0,0,43519874,32,22,20,21,26,31,9,37,34,35,18,21,40,14,5,31,32,26,28,5,8,16,22,7,34,26,19,30,9,13,21,18,17,11,30,1,14,11,5,36,29,39,,,,,,,37,10,29,15,39,3,41,25,13,19,30,15,34,41,5,38,36,18,3,
5213,2025-01-05 21:00:00,5,1,2025,Sunday,7,18,30,17,38,35,6,0,0,1861286394,0,0,10,374760,36,104100,612,6120,867,4320,10618,1110,10440,1000,,,,,,,,,,41,2,1,10,16,25,0,0,29992335,32,22,39,35,36,18,0,0,829400011,19,21,18,1,35,7,0,0,54298977,33,41,8,11,7,28,37,4,33,27,10,13,2,30,19,12,32,29,24,33,37,4,29,16,9,24,41,10,23,29,19,8,20,26,6,1,30,18,21,39,7,27,,,,,,,24,34,32,38,37,27,12,37,3,16,2,9,22,30,12,9,29,41,2,
5214,2025-01-07 21:00:00,7,1,2025,Tuesday,24,3,15,10,7,35,22,0,0,1999042506,1,30925840,25,112480,80,35150,1064,2640,1266,2220,12172,1050,9446,1000,,,,,,,,,,32,14,19,33,26,23,0,0,84194983,22,28,41,5,20,17,0,0,860236834,31,20,1,29,10,4,0,0,74048949,2,25,37,19,39,28,27,14,35,24,18,19,4,41,7,35,5,13,13,33,26,20,34,15,34,2,20,16,5,14,4,1,11,10,17,14,16,35,23,1,24,22,,,,,,,16,2,29,31,18,40,32,17,12,21,33,11,41,25,21,14,28,19,4,
