sorteo,fecha,dia,mes,anio,dia_semana,LOTO_n1,LOTO_n2,LOTO_n3,LOTO_n4,LOTO_n5,LOTO_n6,LOTO_comodin,LOTO_GANADORES,LOTO_MONTO,LOTO_POZO_ACUMULADO,SUPER_QUINA_5_ACIERTOS_COMODIN_GANADORES,SUPER_QUINA_5_ACIERTOS_COMODIN_MONTO,QUINA_5_ACIERTOS_GANADORES,QUINA_5_ACIERTOS_MONTO,SUPER_CUATERNA_4_ACIERTOS_COMODIN_GANADORES,SUPER_CUATERNA_4_ACIERTOS_COMODIN_MONTO,CUATERNA_4_ACIERTOS_GANADORES,CUATERNA_4_ACIERTOS_MONTO,SUPER_TERNA_3_ACIERTOS_COMODIN_GANADORES,SUPER_TERNA_3_ACIERTOS_COMODIN_MONTO,TERNA_3_ACIERTOS_GANADORES,TERNA_3_ACIERTOS_MONTO,SUPER_DUPLA_2_ACIERTOS_COMODIN_GANADORES,SUPER_DUPLA_2_ACIERTOS_COMODIN_MONTO,AHORA_SI_QUE_SI_n1,AHORA_SI_QUE_SI_n2,AHORA_SI_QUE_SI_n3,AHORA_SI_QUE_SI_n4,AHORA_SI_QUE_SI_n5,AHORA_SI_QUE_SI_n6,AHORA_SI_QUE_SI_GANADORES,AHORA_SI_QUE_SI_MONTO,AHORA_SI_QUE_SI_ACUMULADO,RECARGADO_n1,RECARGADO_n2,RECARGADO_n3,RECARGADO_n4,RECARGADO_n5,RECARGADO_n6,RECARGADO_6_ACIERTOS_GANADORES,RECARGADO_6_ACIERTOS_MONTO,RECARGADO_POZO_ACUMULADO,REVANCHA_n1,REVANCHA_n2,REVANCHA_n3,REVANCHA_n4,REVANCHA_n5,REVANCHA_n6,REVANCHA_GANADORES,REVANCHA_MONTO,REVANCHA_POZO_ACUMULADO,DESQUITE_n1,DESQUITE_n2,DESQUITE_n3,DESQUITE_n4,DESQUITE_n5,DESQUITE_n6,DESQUITE_GANADORES,DESQUITE_MONTO,DESQUITE_POZO_ACUMULADO,JUBILAZO_1_n1,JUBILAZO_1_n2,JUBILAZO_1_n3,JUBILAZO_1_n4,JUBILAZO_1_n5,JUBILAZO_1_n6,JUBILAZO_2_n1,JUBILAZO_2_n2,JUBILAZO_2_n3,JUBILAZO_2_n4,JUBILAZO_2_n5,JUBILAZO_2_n6,JUBILAZO_3_n1,JUBILAZO_3_n2,JUBILAZO_3_n3,JUBILAZO_3_n4,JUBILAZO_3_n5,JUBILAZO_3_n6,JUBILAZO_4_n1,JUBILAZO_4_n2,JUBILAZO_4_n3,JUBILAZO_4_n4,JUBILAZO_4_n5,JUBILAZO_4_n6,JUBILAZO_50_ANOS_1_n1,JUBILAZO_50_ANOS_1_n2,JUBILAZO_50_ANOS_1_n3,JUBILAZO_50_ANOS_1_n4,JUBILAZO_50_ANOS_1_n5,JUBILAZO_50_ANOS_1_n6,JUBILAZO_50_ANOS_2_n1,JUBILAZO_50_ANOS_2_n2,JUBILAZO_50_ANOS_2_n3,JUBILAZO_50_ANOS_2_n4,JUBILAZO_50_ANOS_2_n5,JUBILAZO_50_ANOS_2_n6,JUBILAZO_50_ANOS_3_n1,JUBILAZO_50_ANOS_3_n2,JUBILAZO_50_ANOS_3_n3,JUBILAZO_50_ANOS_3_n4,JUBILAZO_50_ANOS_3_n5,JUBILAZO_50_ANOS_3_n6,JUBILAZO_50_ANOS_n1,JUBILAZO_50_ANOS_n2,JUBILAZO_50_ANOS_n3,JUBILAZO_50_ANOS_n4,JUBILAZO_50_ANOS_n5,JUBILAZO_50_ANOS_n6,JUBILAZO_5_n1,JUBILAZO_5_n2,JUBILAZO_5_n3,JUBILAZO_5_n4,JUBILAZO_5_n5,JUBILAZO_5_n6,JUBILAZO_6_n1,JUBILAZO_6_n2,JUBILAZO_6_n3,JUBILAZO_6_n4,JUBILAZO_6_n5,JUBILAZO_6_n6,JUBILAZO_7_n1,JUBILAZO_7_n2,JUBILAZO_7_n3,JUBILAZO_7_n4,JUBILAZO_7_n5,JUBILAZO_7_n6,MULTIPLICAR_FACTOR,TERMINACION_n1
4224,2018-09-11 21:00:00,11,9,2018,Tuesday,9,40,28,38,41,1,25,0,0,835558396,0,0,4,632580,20,126520,349,7250,487,5200,5208,1530,4742,1000,31,29,27,12,23,18,,,,,,,,,,0,0,435970404,24,34,21,25,39,36,0,0,0,13,35,28,30,40,4,0,0,0,27,22,33,4,21,1,38,3,22,8,37,6,8,1,11,30,37,9,23,9,36,1,28,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
4225,2018-09-13 21:00:00,13,9,2018,Thursday,22,25,21,35,2,8,38,0,0,930908260,0,0,12,222370,27,98830,630,4880,552,4830,9847,1050,3943,1000,34,10,20,21,36,31,,,,,,,,,,0,0,461481718,34,31,19,10,37,36,0,0,6185527,3,16,17,12,25,21,0,0,0,15,24,19,26,37,5,6,21,10,24,1,27,41,20,8,34,21,36,15,5,1,12,4,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,
4226,2018-09-16 21:00:00,16,9,2018,Sunday,33,39,5,34,15,18,41,0,0,1030158905,0,0,7,525940,30,122720,631,5840,659,5590,10273,1130,5658,1000,17,19,21,14,38,3,,,,,,,,,,0,0,488356195,30,12,14,20,26,37,0,0,12731891,1,4,38,14,22,37,0,0,0,12,11,25,33,1,7,13,24,36,3,7,38,36,32,25,38,21,17,4,18,40,9,15,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
4227,2018-09-18 21:00:00,18,9,2018,Tuesday,12,16,31,20,7,23,1,0,0,1170141068,0,0,11,128760,42,33720,416,3410,627,2260,5097,1050,4280,1000,27,23,13,34,15,37,,,,,,,,,,0,0,526058982,18,27,13,9,2,1,0,0,22236476,4,1,37,23,17,16,0,0,0,14,2,30,9,17,29,18,6,4,10,22,33,28,19,39,4,11,14,10,39,38,16,27,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
4228,2018-09-20 21:00:00,20,9,2018,Thursday,7,29,11,8,35,36,40,0,0,1220946573,0,0,13,165630,13,165580,494,6550,331,6500,7424,1050,2930,1000,6,11,23,9,25,29,,,,,,,,,,0,0,540521413,33,29,23,19,37,15,0,0,25634208,40,14,21,8,39,3,0,0,0,24,20,3,29,31,5,21,11,26,25,8,16,4,16,20,25,2,12,25,32,22,19,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
4229,2018-09-23 21:00:00,23,9,2018,Sunday,3,17,28,24,26,27,37,0,0,1301050843,0,0,20,179780,32,112370,956,4280,850,4230,14083,1050,5705,1000,28,7,5,15,22,38,,,,,,,,,,0,0,562382298,41,15,29,33,4,21,0,0,30832694,19,39,15,36,12,38,0,0,0,22,15,40,38,21,30,21,36,6,11,25,20,7,8,36,31,40,30,15,4,14,29,32,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,
4230,2018-09-25 21:00:00,25,9,2018,Tuesday,38,15,20,12,41,21,32,0,0,1433569092,1,41299830,6,440840,22,120230,329,8040,468,5650,6071,1370,4449,1000,24,16,19,25,30,9,,,,,,,,,,0,0,599161596,19,8,31,23,30,14,0,0,39973213,6,17,28,21,35,20,0,0,0,40,15,7,33,19,35,5,27,13,38,2,6,10,35,27,23,9,8,34,32,41,1,33,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,
4231,2018-09-27 21:00:00,27,9,2018,Thursday,31,22,16,38,32,40,5,0,0,1533776038,0,0,5,525940,20,131490,310,8480,539,4880,4749,1740,5477,1000,14,23,35,10,29,25,,,,,,,,,,0,0,625756158,29,18,37,40,23,17,0,0,46365703,25,3,37,14,11,33,0,0,0,39,29,3,15,11,6,7,31,21,18,22,35,13,7,1,39,9,17,38,18,3,29,39,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,
4232,2018-09-30 21:00:00,30,9,2018,Sunday,4,21,2,40,23,33,27,0,0,1632329417,0,0,25,162730,41,99220,889,4580,1201,3390,13210,1050,10819,1000,5,24,6,34,8,14,,,,,,,,,,0,0,652218548,32,20,7,13,38,15,0,0,52696194,37,22,5,36,26,1,0,0,0,2,9,16,26,34,1,34,35,28,17,36,26,24,7,21,34,15,35,13,24,8,22,27,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
4233,2018-10-02 21:00:00,2,10,2018,Tuesday,14,9,32,35,33,3,20,0,0,1781293252,0,0,12,253630,32,95110,635,4790,849,3590,10528,1050,6777,1000,33,11,26,29,32,23,,,,,,,,,,0,0,693971713,14,3,41,5,18,20,0,0,63182017,22,24,31,10,30,29,0,0,0,11,16,18,17,39,2,29,17,11,20,39,7,11,17,30,15,35,10,29,40,33,28,30,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
4234,2018-10-04 21:00:00,4,10,2018,Thursday,20,19,1,41,27,4,7,0,0,1893390250,0,0,19,165260,60,52330,629,4990,1420,2210,9413,1050,11381,1000,41,4,6,17,2,5,,,,,,,,,,0,0,724762803,9,33,34,21,7,29,0,0,70659676,19,29,6,1,14,35,0,0,0,14,26,6,5,17,40,14,31,20,18,11,12,9,38,26,2,32,7,26,20,11,22,4,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,
4235,2018-10-07 21:00:00,7,10,2018,Sunday,36,19,27,6,34,1,28,0,0,2006120412,0,0,22,201040,38,116390,881,5020,1063,4160,13226,1050,9401,1000,3,22,9,23,15,13,,,,,,,,,,0,0,756368382,14,34,4,25,31,35,0,0,78338332,2,12,19,7,34,17,0,0,0,20,5,15,38,17,1,10,27,33,37,15,3,29,35,31,28,12,41,15,17,38,13,21,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,
4236,2018-10-09 21:00:00,9,10,2018,Tuesday,33,11,25,40,36,1,28,0,0,2171703121,0,0,7,474380,39,85140,599,5540,780,4260,9199,1140,7108,1000,34,18,20,23,26,15,,,,,,,,,,0,0,801726979,39,23,5,26,38,13,0,0,89739265,8,9,17,30,22,20,0,0,0,41,24,2,29,12,23,6,18,13,5,19,39,22,4,12,26,14,16,17,27,25,9,10,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,
4237,2018-10-11 21:00:00,11,10,2018,Thursday,39,37,29,11,13,41,17,0,0,2295905947,0,0,10,330880,24,137870,477,6940,691,4790,7525,1380,6893,1000,10,9,29,14,7,35,,,,,,,,,,0,0,835266710,14,10,17,12,6,18,0,0,97888411,12,10,20,24,3,26,0,0,0,12,40,5,9,38,22,3,15,16,4,5,11,10,4,24,37,38,34,19,6,36,4,2,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
4238,2018-10-14 21:00:00,14,10,2018,Sunday,29,4,32,26,16,20,12,0,0,2419923776,0,0,23,192660,61,72640,927,4780,1522,2910,12729,1090,11109,1000,3,22,18,29,14,31,,,,,,,,,,0,0,868605486,12,33,26,9,8,30,0,0,105961008,2,25,32,37,13,11,0,0,0,36,39,37,13,35,28,22,10,19,36,21,2,22,31,35,30,8,23,12,27,32,13,4,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,
4239,2018-10-16 21:00:00,16,10,2018,Tuesday,15,9,4,3,7,29,13,0,0,2584132852,3,17504770,35,89820,140,22460,1578,1990,2353,1340,16972,1050,13330,1000,6,29,36,37,41,18,,,,,,,,,,0,0,913878992,6,11,10,19,3,13,0,0,117263364,8,19,25,30,34,37,0,0,0,9,5,2,21,18,14,13,18,39,41,34,12,39,37,5,22,14,12,9,36,27,3,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,
4240,2018-10-18 21:00:00,18,10,2018,Thursday,3,24,23,10,27,34,14,0,0,2686932246,1,6224360,27,138320,95,39310,836,4470,1455,2570,12169,1050,10035,1000,23,9,33,12,19,31,,,,,,,,,,0,0,945750387,24,10,23,5,2,11,0,0,124936216,17,19,3,28,27,35,0,0,0,30,24,14,41,16,38,30,22,40,20,19,4,10,24,25,12,8,23,25,19,28,10,21,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,
4241,2018-10-21 21:00:00,21,10,2018,Sunday,26,27,17,20,30,5,6,0,0,2823530879,0,0,30,170400,72,71000,1291,3960,1823,2800,17921,1050,13903,1000,32,20,39,29,25,12,,,,,,,,,,1,1015360220,983647999,22,18,11,33,7,25,0,0,134176375,27,37,6,25,9,29,0,0,0,8,18,3,17,11,40,28,38,41,37,10,24,27,1,3,5,24,41,34,12,37,25,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
4242,2018-10-23 21:00:00,23,10,2018,Tuesday,34,38,24,20,27,32,15,0,0,3008996932,1,14758760,5,748670,28,133690,426,8790,779,4810,7721,1520,7474,1000,28,40,9,3,2,14,,,,,,,,,,0,0,0,16,15,33,13,23,24,0,0,147275071,41,9,28,17,7,39,0,0,0,16,4,32,29,35,14,11,40,4,14,3,6,40,9,34,17,26,36,14,27,16,38,36,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,
4243,2018-10-25 21:00:00,25,10,2018,Thursday,8,22,9,14,1,40,4,0,0,3149640822,0,0,19,196670,68,54950,818,4570,1666,2240,11990,1050,12337,1000,35,29,37,21,8,34,,,,,,,,,,0,0,35518390,28,35,26,29,12,38,0,0,156192320,37,14,27,33,34,25,0,0,0,38,26,3,18,36,12,31,34,20,33,11,32,21,6,8,31,27,25,9,28,8,15,31,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,
4244,2018-10-28 21:00:00,28,10,2018,Sunday,19,39,9,31,12,20,4,1,3402994870,3284184173,0,0,23,222970,80,64100,891,5760,1839,2790,13895,1160,14523,1000,23,31,6,3,22,32,,,,,,,,,,0,0,70718856,25,2,13,39,7,14,0,0,165054477,16,37,38,21,4,20,1,195185210,0,26,7,15,20,1,31,30,3,7,21,32,23,24,37,10,26,22,32,18,2,22,35,24,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
4245,2018-10-30 21:00:00,30,10,2018,Tuesday,7,40,4,11,32,38,15,0,0,0,1,18784430,6,400950,28,85920,429,5610,715,3360,6691,1130,5780,1000,1,39,40,13,32,36,,,,,,,,,,0,0,120223466,11,15,22,18,6,23,0,0,177873461,13,4,3,7,37,36,0,0,0,24,5,19,2,32,1,10,29,13,28,19,17,16,38,31,39,41,25,26,4,32,13,25,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
4246,2018-11-01 21:00:00,1,11,2018,Thursday,16,10,37,21,6,26,11,0,0,89376503,1,3599750,27,79990,69,31300,676,3250,675,3200,6648,1050,5417,1000,28,19,30,21,8,36,,,,,,,,,,0,0,144599178,21,20,11,13,36,31,0,0,183966500,10,25,31,7,11,17,0,0,0,27,21,40,20,11,14,36,16,27,2,39,32,2,11,19,33,14,24,11,13,19,21,31,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
4247,2018-11-04 21:00:00,4,11,2018,Sunday,13,9,31,16,23,24,17,0,0,169153794,0,0,22,144180,59,53760,828,3830,1160,2730,11774,1050,8833,1000,34,24,21,5,18,19,,,,,,,,,,0,0,166750401,29,6,2,30,32,17,0,0,189527009,31,33,10,15,4,22,0,0,0,38,17,39,32,16,14,33,41,30,12,29,36,22,23,8,31,15,34,14,31,3,6,36,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,
4248,2018-11-06 21:00:00,6,11,2018,Tuesday,32,36,9,30,20,34,26,0,0,283324224,0,0,5,492230,20,123060,378,6510,493,4990,5989,1290,4487,1000,18,6,12,34,26,23,,,,,,,,,,0,0,199429787,11,28,41,14,29,26,0,0,197882015,17,13,1,7,33,37,0,0,0,37,33,20,9,4,36,8,14,39,38,3,35,29,36,30,26,19,17,18,25,29,13,40,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
4249,2018-11-08 21:00:00,8,11,2018,Thursday,36,34,25,6,28,19,11,0,0,376225774,0,0,9,266910,34,70650,436,5510,734,3270,6238,1210,6278,1000,15,36,40,2,7,17,,,,,,,,,,0,0,224404933,30,34,24,16,37,18,0,0,204098153,2,23,34,30,10,31,0,0,0,5,17,26,6,37,8,10,6,34,5,1,14,16,14,39,29,15,3,8,23,14,32,16,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
4250,2018-11-11 21:00:00,11,11,2018,Sunday,7,1,2,35,8,12,19,0,0,464954338,0,0,29,117560,56,60880,1013,3370,1343,2540,13758,1050,10066,1000,10,3,21,2,33,22,,,,,,,,,,0,0,248723019,9,21,33,13,23,29,0,0,210117872,26,27,33,21,19,37,0,0,0,32,2,39,3,8,20,30,20,7,37,23,26,40,38,18,20,4,27,27,40,21,41,15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,
4251,2018-11-13 21:00:00,13,11,2018,Tuesday,20,33,2,10,8,18,4,0,0,585893547,1,23726260,17,164190,74,37720,893,3130,1462,1910,10578,1050,9373,1000,2,20,8,28,6,3,,,,,,,,,,0,0,283556395,40,20,31,28,36,29,0,0,218955384,19,24,10,1,28,27,1,193442690,0,1,22,3,10,28,35,13,10,37,3,33,36,28,13,9,36,5,14,4,26,3,9,37,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
4252,2018-11-15 21:00:00,15,11,2018,Thursday,24,22,23,4,29,37,11,0,0,684485452,0,0,5,486160,32,75960,341,7130,781,3110,6086,1260,7196,1000,13,21,37,28,22,29,,,,,,,,,,0,0,311779445,1,13,31,5,23,27,0,0,226017767,27,3,8,33,16,11,0,0,0,7,20,21,34,32,24,40,8,34,36,3,14,10,12,22,24,39,17,20,7,24,1,8,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
4253,2018-11-18 21:00:00,18,11,2018,Sunday,10,28,24,34,16,26,14,0,0,773378809,0,0,16,217410,42,82820,614,5670,997,3490,9403,1160,8214,1000,10,17,4,24,1,21,,,,,,,,,,0,0,336242087,6,35,38,3,25,14,0,0,232035851,24,2,33,35,6,4,0,0,0,37,39,5,26,33,17,29,25,20,21,39,13,22,34,33,31,7,23,23,26,21,16,29,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,
4254,2018-11-20 21:00:00,20,11,2018,Tuesday,7,2,18,10,21,34,33,0,0,902771925,1,14120430,22,116500,50,51260,821,3120,999,2570,10834,1050,7127,1000,40,9,16,33,39,41,,,,,,,,,,0,0,371611508,19,21,34,2,39,18,0,0,240979461,4,9,23,12,11,29,0,0,0,13,31,16,17,25,4,41,19,39,23,38,18,6,22,40,4,30,21,28,4,14,38,20,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,
4255,2018-11-22 21:00:00,22,11,2018,Thursday,31,18,12,29,1,41,37,0,0,993614029,0,0,8,320480,17,150820,447,6710,385,6660,7125,1130,3492,1000,40,23,24,4,11,37,,,,,,,,,,0,0,397275838,28,32,2,20,25,19,0,0,247277257,28,29,41,13,36,34,0,0,0,21,13,3,10,20,9,38,33,29,1,19,3,21,39,6,3,2,26,20,12,38,11,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
4256,2018-11-25 21:00:00,25,11,2018,Sunday,2,27,32,8,24,34,15,0,0,1091147503,0,0,17,204070,62,55960,755,4600,1193,2910,10374,1050,8789,1000,26,13,6,35,5,38,,,,,,,,,,0,0,422917608,5,13,33,35,40,2,0,0,253553474,39,22,9,18,7,37,0,0,0,15,9,30,21,1,29,2,20,18,27,36,38,25,15,4,30,3,2,38,28,3,8,25,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
4257,2018-11-27 21:00:00,27,11,2018,Tuesday,11,24,5,36,38,27,21,0,0,1219578473,1,14532410,10,268640,28,95940,560,4800,901,2980,8123,1050,7494,1000,41,11,8,24,6,4,,,,,,,,,,0,0,457955740,5,32,15,26,28,35,0,0,262298212,15,5,26,39,17,9,0,0,0,19,36,10,30,31,34,3,20,13,33,19,25,24,19,8,5,21,33,33,37,20,35,28,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
4258,2018-11-29 21:00:00,29,11,2018,Thursday,3,6,34,35,8,26,15,0,0,1318233523,0,0,9,302800,51,53440,531,5130,986,2760,8337,1050,7609,1000,41,2,13,33,37,17,,,,,,,,,,0,0,484818324,11,19,1,2,37,15,0,0,268841348,27,32,37,8,3,12,0,0,0,16,39,41,6,40,9,15,40,27,11,35,39,31,17,12,40,27,2,20,31,38,19,27,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
4259,2018-12-02 21:00:00,2,12,2018,Sunday,24,22,1,6,30,36,28,0,0,1418211485,0,0,22,179950,46,86060,1153,3600,1115,3550,12926,1050,9161,1000,17,26,2,3,36,34,,,,,,,,,,0,0,512079264,39,7,25,26,37,17,0,0,275516656,4,1,22,15,3,34,0,0,0,24,20,26,16,4,28,9,16,14,20,39,7,35,39,17,41,10,37,5,31,39,23,20,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
4260,2018-12-04 21:00:00,4,12,2018,Tuesday,18,31,30,41,26,7,3,0,0,1564299350,1,16104290,10,297860,51,58400,528,5640,1173,2540,7842,1190,9797,1000,30,16,4,24,8,11,,,,,,,,,,0,0,552352420,37,27,19,31,39,16,0,0,285700289,7,23,22,14,41,29,0,0,0,37,24,16,38,31,34,4,39,21,10,35,16,41,33,7,17,21,35,37,28,34,41,11,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,
4261,2018-12-06 21:00:00,6,12,2018,Thursday,15,23,24,11,33,16,27,0,0,1672293588,0,0,15,201990,54,56110,695,4360,1083,2800,10128,1050,8598,1000,28,15,10,38,4,1,,,,,,,,,,0,0,582448318,18,6,29,14,5,13,0,0,293102993,11,14,12,28,21,17,0,0,0,8,27,22,9,20,23,23,41,31,36,39,24,17,15,27,26,2,37,29,15,13,16,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,
4262,2018-12-09 21:00:00,9,12,2018,Sunday,2,9,35,12,5,21,39,0,0,1782377695,2,5923210,57,86820,47,86770,1628,4300,960,4250,19303,1050,6857,1000,22,39,40,31,34,3,,,,,,,,,,0,0,612944534,20,27,8,32,40,5,1,304924210,300639463,23,7,30,11,24,32,0,0,0,10,15,33,27,40,37,6,14,32,33,38,41,39,9,24,26,14,15,12,36,7,35,41,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
4263,2018-12-11 21:00:00,11,12,2018,Tuesday,5,28,8,10,25,40,33,0,0,1925409557,1,5172460,18,172420,41,75690,790,3930,963,3220,11147,1050,7317,1000,14,35,19,8,9,31,,,,,,,,,,0,0,654482153,5,12,11,3,34,20,0,0,0,15,27,10,13,31,29,0,0,0,36,28,34,33,13,39,33,1,28,14,3,26,27,11,36,28,8,33,31,16,26,38,40,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
4264,2018-12-13 21:00:00,13,12,2018,Thursday,20,35,15,13,40,5,24,0,0,2038864426,0,0,16,195350,37,84480,677,4620,813,3850,9295,1060,6787,1000,27,34,6,4,17,36,,,,,,,,,,0,0,685463163,8,3,41,30,12,39,0,0,7551183,22,21,27,16,33,34,0,0,0,5,36,39,17,19,20,8,7,38,26,37,36,22,32,20,29,1,38,11,7,23,37,12,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
4265,2018-12-16 21:00:00,16,12,2018,Sunday,30,18,20,34,26,23,11,0,0,2155682046,0,0,15,290400,58,75100,699,6230,1366,3190,11227,1220,11267,1000,2,30,31,1,16,20,,,,,,,,,,0,0,716603197,21,4,33,34,37,30,0,0,15113074,12,3,34,37,17,33,0,0,0,20,15,12,13,33,21,39,16,24,10,13,14,35,26,25,37,15,38,25,26,39,12,40,22,,,,,,,,,,,,,,,,,,,,,,,,,19,18,22,4,34,41,,,,,,,,,,,,,4,
4266,2018-12-18 21:00:00,18,12,2018,Tuesday,18,32,7,10,16,1,17,0,0,2316687460,0,0,16,203310,41,79340,800,4070,1070,3040,11921,1050,8525,1000,28,40,31,16,33,17,,,,,,,,,,0,0,761022243,24,35,4,18,15,41,0,0,26323269,29,17,32,41,14,34,0,0,0,1,25,24,36,35,4,11,20,24,41,8,23,19,6,29,2,26,4,35,32,9,40,26,39,,,,,,,,,,,,,,,,,,,,,,,,,37,36,35,39,38,22,,,,,,,,,,,,,2,
4267,2018-12-20 21:00:00,20,12,2018,Thursday,32,3,21,17,13,5,23,0,0,2434473627,2,11792060,52,65690,132,25880,1675,2040,1898,1800,16727,1050,10707,1000,25,10,23,29,32,24,,,,,,,,,,0,0,793813448,14,34,30,38,7,13,0,0,34400485,13,22,3,5,29,32,0,0,0,26,9,11,13,12,32,29,34,15,32,31,17,23,3,1,40,9,36,22,25,23,11,1,33,,,,,,,,,,,,,,,,,,,,,,,,,4,21,7,19,29,13,,,,,,,,,,,,,2,
4268,2018-12-23 21:00:00,23,12,2018,Sunday,28,40,33,27,37,9,24,0,0,2551865388,0,0,9,540550,38,128020,752,6470,1035,4700,12538,1220,9889,1000,13,9,21,14,3,15,,,,,,,,,,0,0,828459600,35,34,25,6,21,12,0,0,42986486,34,13,26,27,17,28,0,0,0,34,17,16,21,15,32,4,28,40,9,14,5,16,36,40,2,20,25,34,27,40,26,2,15,,,,,,,,,,,,,,,,,,,,,,,,,14,17,22,41,32,21,,,,,,,,,,,,,3,
4269,2018-12-25 21:00:00,25,12,2018,Tuesday,29,8,3,18,33,7,5,0,0,2734428661,1,12331350,29,87380,73,34710,1043,2430,1614,1570,11920,1050,9923,1000,1,4,41,8,23,17,,,,,,,,,,0,0,879056163,7,9,25,16,36,29,0,0,56047541,24,13,25,20,22,15,0,0,0,40,12,5,14,15,17,30,13,5,22,17,26,2,3,10,37,7,1,29,31,23,26,10,12,,,,,,,,,,,,,,,,,,,,,,,,,39,31,19,28,34,23,,,,,,,,,,,,,2,
4270,2018-12-27 21:00:00,27,12,2018,Thursday,9,26,19,15,13,30,2,0,0,2820012085,5,1268440,31,122750,89,42760,1026,3710,1619,2350,13911,1050,11622,1000,19,17,5,37,31,38,,,,,,,,,,0,0,905184076,32,6,36,5,30,3,0,0,62481351,16,31,19,24,7,9,0,0,0,25,39,5,12,35,40,41,4,1,14,20,38,7,3,19,20,32,39,10,13,9,11,23,22,,,,,,,,,,,,,,,,,,,,,,,,,13,37,18,7,36,39,,,,,,,,,,,,,3,
